  0.69314718      -3.6202230      -6.0453181    
   1.3862944      -4.9592643      -7.7473273    
   1.7917595      -5.7497320      -8.7526512    
   2.0794415      -6.3130879      -9.4688807    
   2.3025851      -6.7511768      -10.024163    
   2.4849067      -7.1098337      -10.478554    
   2.6390574      -7.4135599      -10.860981    
   2.7725887      -7.6769280      -11.199629    
   2.8903718      -7.9092946      -11.490949    
   2.9957323      -8.1175394      -11.756525    
   3.0910425      -8.3058739      -11.981572    
   3.1780539      -8.4777317      -12.204716    
   3.2580965      -8.6360216      -12.401425    
   3.3322046      -8.7830935      -12.575089    
   3.4011974      -8.9195175      -12.733560    
   3.4657359      -9.0479689      -12.909839    
   3.5263605      -9.1678753      -13.066000    
   3.5835190      -9.2808504      -13.217806    
   3.6375861      -9.3884516      -13.377436    
   3.6888795      -9.4899416      -13.478532    
   3.7376697      -9.5867119      -13.665118    
   3.7841897      -9.6794634      -13.639800    
   3.8286414      -9.7665176      -13.802319    
   3.8712010      -9.8505096      -13.996475    
   3.9120231      -9.9335718      -14.150625    
   3.9512436      -10.010140      -14.070583    
   3.9889841      -10.086597      -14.150625    
   4.0253515      -10.157022      -14.193185    
   4.0604429      -10.228652      -14.384240    
   4.0943446      -10.292531      -14.438308    
   4.1271343      -10.360770      -14.556090    
   4.1588831      -10.423929      -14.689622    
   4.1896548      -10.482800      -14.689622    
   4.2195077      -10.545354      -14.843773    
   4.2484951      -10.600051      -14.556090    
   4.2766662      -10.655381      -15.026094    
   4.3040652      -10.711277      -14.495466    
   4.3307333      -10.764824      -15.026094    
   4.3567090      -10.815450      -15.131454    
   4.3820267      -10.865650      -15.026094    
   4.4067192      -10.921800      -15.719241    
   4.4308167      -10.969106      -14.843773    
   4.4543471      -11.013322      -15.131454    
   4.4773369      -11.059584      -16.635532    
   4.4998097      -11.098198      -15.536920    
   4.5217886      -11.144530      -15.536920    
   4.5432949      -11.190952      -16.635532    
   4.5643482      -11.228360      -15.536920    
   4.5849676      -11.271895      -16.230066    
   4.6051702      -11.312522      -15.249238    
   4.6249728      -11.352328      -15.719241    
   4.6443911      -11.388508      -15.131454    
   4.6634393      -11.426046      -15.942385    
   4.6821313      -11.465049      -15.942385    
   4.7004805      -11.505633      -17.328680    
   4.7184987      -11.532621      -15.942385    
   4.7361984      -11.569777      -16.230066    
   4.7535901      -11.608368      -17.328680    
   4.7706847      -11.641705      -16.635532    
   4.7874918      -11.669197      -15.249238    
   4.8040209      -11.708279           -Infinity
   4.8202815      -11.756525           -Infinity
   4.8362818      -11.771852      -15.536920    
   4.8520303      -11.795290      -16.635532    
   4.8675346      -11.839742      -16.635532    
   4.8828020      -11.864848      -15.942385    
   4.8978400      -11.894958      -16.635532    
   4.9126549      -11.926003      -16.635532    
   4.9272537      -11.944184      -16.230066    
   4.9416423      -11.972094      -16.230066    
   4.9558272      -12.005670      -17.328680    
   4.9698133      -12.030362      -15.536920    
   4.9836068      -12.071184      -15.536920    
   4.9972124      -12.065989      -16.635532    
   5.0106354      -12.108324      -15.719241    
   5.0238805      -12.152530      -15.382770    
   5.0369525      -12.169624      -16.635532    
   5.0498562      -12.198781      -17.328680    
   5.0625949      -12.241083      -16.635532    
   5.0751739      -12.247275      -16.230066    
   5.0875964      -12.272433      -16.230066    
   5.0998664      -12.291727      -16.230066    
   5.1119876      -12.324733           -Infinity
   5.1239638      -12.338247      -15.942385    
   5.1357985      -12.351946      -17.328680    
   5.1474943      -12.372852      -17.328680    
   5.1590552      -12.401425      -17.328680    
   5.1704841      -12.416024      -15.249238    
   5.1817837      -12.461145      -16.635532    
   5.1929569      -12.484492      -16.635532    
   5.2040067      -12.492397      -15.942385    
   5.2149358      -12.500366      -17.328680    
   5.2257466      -12.541188      -17.328680    
   5.2364421      -12.601292           -Infinity
   5.2470241      -12.549556      -17.328680    
   5.2574954      -12.619149      -17.328680    
   5.2678580      -12.619149      -17.328680    
   5.2781148      -12.655850           -Infinity
   5.2882671      -12.684289      -15.942385    
   5.2983174      -12.713559           -Infinity
   5.3082676      -12.674719           -Infinity
   5.3181200      -12.703707      -15.942385    
   5.3278761      -12.703707           -Infinity
   5.3375382      -12.774802      -16.635532    
   5.3471074      -12.774802      -16.230066    
   5.3565865      -12.817820      -16.635532    
   5.3659759      -12.874332      -15.942385    
   5.3752785      -12.828870      -15.942385    
   5.3844953      -12.862771      -15.942385    
   5.3936276      -12.886028      -15.942385    
   5.4026775      -12.862771           -Infinity
   5.4116459      -12.886028      -15.942385    
   5.4205351      -12.959231      -15.719241    
   5.4293456      -12.959231      -16.230066    
